SIPSN - Sistem Informasi Pengelolaan Sampah Nasional;;;;;;;;;;;;;
Tahun;Provinsi;Kabupaten/Kota;Timbulan Sampah Tahunan (ton/tahun)(A);Pengurangan Sampah Tahunan (ton/tahun)(B);%Pengurangan Sampah(B/A);Penanganan Sampah Tahunan (ton/tahun)(C);%Penanganan Sampah(C/A);Sampah Terkelola Tahunan (ton/tahun)(B+C);%Sampah Terkelola(B+C)/A;Daur ulang Sampah Tahunan (ton/tahun)(D);Bahan baku Sampah Tahunan (ton/tahun)(E);Recycling Rate(D+E)/A;P1/P2
2021;Jawa Tengah;Kab. Wonosobo;132496,46;27718,06;20,92;37230,00;28,10;64948,06;49,02;4298,57;;3,24;P 2
2021;Jawa Tengah;Kab. Magelang;248800,43;17369,85;6,98;25243,03;10,15;42612,87;17,13;17369,85;61,68;7,01;P 2
2021;Jawa Tengah;Kab. Boyolali;106159,34;26628,17;25,08;31410,44;29,59;58038,61;54,67;26608,92;542,39;25,58;P 2
2021;Jawa Tengah;Kab. Klaten;215458,83;56823,20;26,37;34327,79;15,93;91150,99;42,31;24995,38;1076,29;12,10;P 2
2021;Jawa Tengah;Kab. Sukoharjo;131200,56;19069,76;14,53;67210,37;51,23;86280,14;65,76;15479,66;13,87;11,81;P 2
2021;Jawa Tengah;Kab. Wonogiri;160369,61;46108,66;28,75;18066,22;11,27;64174,88;40,02;46049,86;39,24;28,74;P 2
2021;Jawa Tengah;Kab. Karanganyar;132071,89;4322,56;3,27;27375,00;20,73;31697,56;24,00;7,07;;0,01;P 2
2021;Jawa Tengah;Kab. Sragen;213952,27;49250,15;23,02;103043,15;48,16;152293,30;71,18;12824,06;30955,65;20,46;P 2
2021;Jawa Tengah;Kab. Blora;82801,58;20063,68;24,23;61320,00;74,06;81383,68;98,29;2712,88;;3,28;P 2
2021;Jawa Tengah;Kab. Rembang;89666,36;14623,39;16,31;13292,21;14,82;27915,60;31,13;14214,37;79,21;15,94;P 2
2021;Jawa Tengah;Kab. Pati;241664,31;60076,65;24,86;44365,75;18,36;104442,40;43,22;4258,56;779,28;2,08;P 2
2021;Jawa Tengah;Kab. Jepara;146028,40;16626,31;11,39;58968,30;40,38;75594,62;51,77;7744,58;769,06;5,83;P 2
2021;Jawa Tengah;Kab. Demak;263666,36;15826,40;6,00;113872,70;43,19;129699,10;49,19;15826,40;;6,00;P 2
2021;Jawa Tengah;Kab. Semarang;192189,00;23281,18;12,11;71211,50;37,05;94492,68;49,17;10119,28;36,50;5,28;P 2
2021;Jawa Tengah;Kab. Temanggung;182562,96;18306,91;10,03;40111,63;21,97;58418,55;32,00;50,62;1887,63;1,06;P 2
2021;Jawa Tengah;Kab. Batang;118317,38;4839,77;4,09;33455,90;28,28;38295,68;32,37;0,90;;0,00;P 2
2021;Jawa Tengah;Kab. Pekalongan;141447,87;13618,69;9,63;50917,50;36,00;64536,19;45,63;4857,42;;3,43;P 2
2021;Jawa Tengah;Kab. Pemalang;214837,39;51628,34;24,03;120961,00;56,30;172589,34;80,33;25810,44;511,00;12,25;P 2
2021;Jawa Tengah;Kab. Tegal;244819,49;42235,39;17,25;155928,00;63,69;198163,40;80,94;28371,68;;11,59;P 2
2021;Jawa Tengah;Kab. Brebes;358865,26;12774,40;3,56;50767,85;14,15;63542,25;17,71;;;0,00;P 2
2021;Jawa Tengah;Kota Magelang;29447,93;2310,92;7,85;23308,65;79,15;25619,56;87,00;2300,73;111,95;8,19;P 2
2021;Jawa Tengah;Kota Salatiga;40969,24;7262,40;17,73;29509,52;72,03;36771,92;89,75;7158,50;105,12;17,73;P 2
2021;Jawa Tengah;Kota Semarang;430749,75;101897,87;23,66;319718,10;74,22;421615,97;97,88;25405,64;343,10;5,98;P 2
2021;Jawa Tengah;Kota Tegal;73573,52;4107,30;5,58;56173,50;76,35;60280,80;81,93;625,78;;0,85;P 2
2021;D.I. Yogyakarta;Kab. Kulon Progo;64654,35;17515,28;27,09;9761,50;15,10;27276,78;42,19;17488,94;;27,05;P 2
2021;D.I. Yogyakarta;Kab. Sleman;268481,59;44417,68;16,54;98436,85;36,66;142854,53;53,21;5938,59;;2,21;P 2
2021;D.I. Yogyakarta;Kota Yogyakarta;119501,69;27068,97;22,65;91749,42;76,78;118818,39;99,43;14496,32;629,68;12,66;P 2
2021;Jawa Timur;Kab. Pacitan;104654,83;11399,45;10,89;12719,52;12,15;24118,97;23,05;11390,74;686,20;11,54;P 2
2021;Jawa Timur;Kab. Ponorogo;141540,58;28568,13;20,18;84671,97;59,82;113240,10;80,01;28089,79;721,97;20,36;P 2
2021;Jawa Timur;Kab. Trenggalek;107293,65;22658,77;21,12;55115,00;51,37;77773,77;72,49;9500,52;;8,85;P 2
2021;Jawa Timur;Kab. Tulungagung;200127,68;33345,41;16,66;51100,00;25,53;84445,41;42,20;32972,21;10950,00;21,95;P 2
2021;Jawa Timur;Kab. Blitar;149623,83;57121,29;38,18;54977,76;36,74;112099,05;74,92;3378,07;366,46;2,50;P 2
2021;Jawa Timur;Kab. Kediri;194845,76;12411,85;6,37;37157,00;19,07;49568,85;25,44;11317,21;657,00;6,15;P 2
2021;Jawa Timur;Kab. Lumajang;183048,96;35446,50;19,36;63897,90;34,91;99344,40;54,27;18729,95;278,40;10,38;P 2
2021;Jawa Timur;Kab. Banyuwangi;457297,22;75845,42;16,59;149905,27;32,78;225750,69;49,37;26278,93;44398,37;15,46;P 2
2021;Jawa Timur;Kab. Situbondo;93865,59;15959,56;17,00;58546,00;62,37;74505,56;79,37;4461,67;9271,00;14,63;P 2
2021;Jawa Timur;Kab. Jombang;193583,44;25511,81;13,18;45205,25;23,35;70717,06;36,53;25254,04;584,00;13,35;P 2
2021;Jawa Timur;Kab. Nganjuk;162013,72;36411,35;22,47;45150,50;27,87;81561,85;50,34;32639,42;20980,74;33,10;P 2
2021;Jawa Timur;Kab. Magetan;97938,55;17602,76;17,97;13505,87;13,79;31108,63;31,76;14653,58;0,87;14,96;P 2
2021;Jawa Timur;Kab. Ngawi;130204,03;28368,44;21,79;28137,56;21,61;56506,00;43,40;9536,46;2204,31;9,02;P 2
2021;Jawa Timur;Kab. Bojonegoro;195823,81;10662,77;5,45;34576,82;17,66;45239,59;23,10;2506,97;467,57;1,52;P 2
2021;Jawa Timur;Kab. Tuban;183655,24;47069,62;25,63;50273,28;27,37;97342,90;53,00;22523,29;998,28;12,81;P 2
2021;Jawa Timur;Kab. Lamongan;81008,10;10403,74;12,84;23725,00;29,29;34128,74;42,13;9959,32;;12,29;P 2
2021;Jawa Timur;Kab. Pamekasan;100957,25;37636,40;37,28;13010,78;12,89;50647,18;50,17;27625,83;43,64;27,41;P 2
2021;Jawa Timur;Kab. Sumenep;134116,61;9721,87;7,25;9988,15;7,45;19710,02;14,70;6409,10;339,01;5,03;P 2
2021;Jawa Timur;Kota Kediri;61812,13;8394,50;13,58;50309,05;81,39;58703,55;94,97;2681,08;669,05;5,42;P 2
2021;Jawa Timur;Kota Blitar;27442,53;3334,65;12,15;23473,01;85,54;26807,66;97,69;3210,32;1863,55;18,49;P 2
2021;Jawa Timur;Kota Malang;247388,97;59667,99;24,12;182908,98;73,94;242576,97;98,05;59577,48;5591,99;26,34;P 2
2021;Jawa Timur;Kota Probolinggo;35247,76;4502,33;12,77;25578,84;72,57;30081,17;85,34;3215,75;28,47;9,20;P 2
2021;Jawa Timur;Kota Pasuruan;49349,42;12990,01;26,32;35718,90;72,38;48708,91;98,70;12990,01;;26,32;P 2
2021;Jawa Timur;Kota Madiun;43695,25;11017,88;25,22;31815,15;72,81;42833,04;98,03;4525,32;315,65;11,08;P 2
2021;Jawa Timur;Kota Surabaya;650614,62;31375,05;4,82;611287,70;93,96;642662,75;98,78;8808,58;32551,91;6,36;P 2
2021;Jawa Timur;Kota Batu;41762,47;4861,76;11,64;35770,00;85,65;40631,76;97,29;4768,52;;11,42;P 2
2021;Banten;Kab. Serang;424801,97;62,88;0,01;35558,30;8,37;35621,18;8,39;62,88;;0,01;P 2
2021;Banten;Kota Cilegon;79368,52;471,84;0,59;59403,75;74,85;59875,59;75,44;471,84;;0,59;P 2
2021;Banten;Kota Tangerang Selatan;291659,27;71294,40;24,44;184036,20;63,10;255330,59;87,54;51040,73;1893,90;18,15;P 2
2021;Bali;Kab. Jembrana;59395,72;12312,17;20,73;18720,85;31,52;31033,02;52,25;11312,64;;19,05;P 2
2021;Bali;Kab. Tabanan;84247,48;10719,01;12,72;36226,62;43,00;46945,63;55,72;7434,01;2982,42;12,36;P 2
2021;Bali;Kab. Badung;116731,24;13260,89;11,36;94827,50;81,24;108088,39;92,60;12597,68;1369,25;11,97;P 2
2021;Bali;Kab. Gianyar;141337,13;20502,34;14,51;103660,00;73,34;124162,34;87,85;19914,69;;14,09;P 2
2021;Bali;Kab. Bangli;40479,96;7218,55;17,83;21741,71;53,71;28960,26;71,54;3551,24;492,02;9,99;P 2
2021;Bali;Kab. Buleleng;123771,50;27766,98;22,43;53167,36;42,96;80934,33;65,39;24915,87;2726,19;22,33;P 2
2021;Bali;Kota Denpasar;349519,44;41708,19;11,93;284152,50;81,30;325860,69;93,23;;522,68;0,15;P 2
2021;Nusa Tenggara Barat;Kab. Lombok Timur;176454,72;11026,19;6,25;55424,52;31,41;66450,71;37,66;1538,55;309,52;1,05;P 2
2021;Nusa Tenggara Barat;Kab. Sumbawa;94704,18;529,21;0,56;31525,05;33,29;32054,26;33,85;529,21;;0,56;P 2
2021;Nusa Tenggara Barat;Kota Mataram;96354,09;9515,74;9,88;85224,03;88,45;94739,77;98,32;9096,70;23,90;9,47;P 2
2021;Nusa Tenggara Timur;Kab. Alor;42533,30;0,00;0,00;15056,25;35,40;15056,25;35,40;;;0,00;P 2
2021;Nusa Tenggara Timur;Kab. Manggarai Barat;29995,84;536,86;1,79;5950,08;19,84;6486,94;21,63;536,86;110,08;2,16;P 2
2021;Nusa Tenggara Timur;Kota Kupang;80803,34;1182,61;1,46;54383,93;67,30;55566,54;68,77;1137,87;;1,41;P 2
2021;Kalimantan Barat;Kab. Sambas;101244,25;3672,06;3,63;22644,60;22,37;26316,66;25,99;3581,37;;3,54;P 2
2021;Kalimantan Barat;Kab. Mempawah;30015,96;39,08;0,13;8778,25;29,25;8817,33;29,38;1,08;;0,00;P 2
2021;Kalimantan Barat;Kab. Sanggau;88479,29;30,20;0,03;16443,25;18,58;16473,45;18,62;5,38;;0,01;P 2
2021;Kalimantan Barat;Kab. Melawi;30524,07;2024,47;6,63;11924,55;39,07;13949,02;45,70;475,23;;1,56;P 2
2021;Kalimantan Barat;Kota Pontianak;144651,25;32784,28;22,66;109849,88;75,94;142634,16;98,61;25777,41;349,88;18,06;P 2
2021;Kalimantan Barat;Kota Singkawang;42899,18;4049,77;9,44;17965,26;41,88;22015,04;51,32;2570,76;1109,76;8,58;P 2
2021;Kalimantan Tengah;Kab. Kapuas;74898,00;13404,53;17,90;8782,74;11,73;22187,27;29,62;1505,25;22,74;2,04;P 2
2021;Kalimantan Tengah;Kab. Barito Utara;23129,61;4771,49;20,63;16103,80;69,62;20875,29;90,25;1486,55;43,80;6,62;P 2
2021;Kalimantan Tengah;Kab. Seruyan;29731,08;3,65;0,01;4336,20;14,58;4339,85;14,60;3,65;0,00;0,01;P 2
2021;Kalimantan Tengah;Kab. Gunung Mas;37065,75;14382,18;38,80;2846,27;7,68;17228,45;46,48;;;0,00;P 2
2021;Kalimantan Tengah;Kab. Pulang Pisau;24698,82;0,10;0,00;1546,78;6,26;1546,88;6,26;;;0,00;P 2
2021;Kalimantan Tengah;Kab. Barito Timur;16977,76;54,35;0,32;3737,60;22,01;3791,95;22,33;54,35;;0,32;P 2
2021;Kalimantan Tengah;Kota Palangkaraya;53990,25;12841,72;23,79;40130,47;74,33;52972,19;98,11;10877,73;427,96;20,94;P 2
2021;Kalimantan Selatan;Kab. Tanah Laut;51733,64;9800,16;18,94;28471,83;55,04;38271,99;73,98;230,82;1,83;0,45;P 2
2021;Kalimantan Selatan;Kab. Kotabaru;47540,81;908,85;1,91;34156,70;71,85;35065,55;73,76;0,00;;0,00;P 2
2021;Kalimantan Selatan;Kab. Banjar;148795,80;22183,21;14,91;104809,75;70,44;126992,96;85,35;882,17;54,75;0,63;P 2
2021;Kalimantan Selatan;Kab. Barito Kuala;34660,04;8214,82;23,70;17702,50;51,07;25917,32;74,78;6220,73;1825,00;23,21;P 2
2021;Kalimantan Selatan;Kab. Tapin;29379,14;4922,57;16,76;16276,08;55,40;21198,65;72,16;4776,59;398,58;17,62;P 2
2021;Kalimantan Selatan;Kab. Hulu Sungai Selatan;35042,92;7425,91;21,19;18291,97;52,20;25717,89;73,39;1830,91;2454,63;12,23;P 2
2021;Kalimantan Selatan;Kab. Hulu Sungai Tengah;37773,27;6771,01;17,93;20516,06;54,31;27287,06;72,24;6771,01;137,74;18,29;P 2
2021;Kalimantan Selatan;Kab. Hulu Sungai Utara;35280,75;9404,56;26,66;25147,40;71,28;34551,97;97,93;3540,88;367,56;11,08;P 2
2021;Kalimantan Selatan;Kab. Tabalong;36982,53;5538,73;14,98;21918,25;59,27;27456,98;74,24;3214,37;;8,69;P 2
2021;Kalimantan Selatan;Kab. Tanah Bumbu;59986,29;5517,14;9,20;43447,05;72,43;48964,19;81,63;3904,99;;6,51;P 2
2021;Kalimantan Selatan;Kab. Balangan;20440,98;2921,87;14,29;14517,88;71,02;17439,75;85,32;866,88;1815,88;13,12;P 2
2021;Kalimantan Selatan;Kota Banjarmasin;184856,04;45477,00;24,60;137495,50;74,38;182972,50;98,98;4748,65;985,50;3,10;P 2
2021;Kalimantan Selatan;Kota Banjarbaru;60120,18;13270,98;22,07;46079,89;76,65;59350,87;98,72;10052,65;454,90;17,48;P 2
2021;Kalimantan Timur;Kab. Paser;42080,85;4422,22;10,51;25528,00;60,66;29950,23;71,17;2692,38;80,20;6,59;P 2
2021;Kalimantan Timur;Kab. Kutai Kartanegara;81243,53;11240,05;13,84;56433,96;69,46;67674,01;83,30;3202,84;87,60;4,05;P 2
2021;Kalimantan Timur;Kab. Kutai Timur;77461,58;15598,70;20,14;54817,31;70,77;70416,01;90,90;1150,26;67,31;1,57;P 2
2021;Kalimantan Timur;Kab. Penajam Paser Utara;33766,52;7491,42;22,19;20645,75;61,14;28137,17;83,33;1409,11;315,25;5,11;P 2
2021;Kalimantan Timur;Kota Balikpapan;181479,86;43773,49;24,12;135830,73;74,85;179604,22;98,97;30800,27;543,48;17,27;P 2
2021;Kalimantan Timur;Kota Samarinda;212376,71;33606,79;15,82;172103,99;81,04;205710,78;96,86;30226,18;754,73;14,59;P 2
2021;Kalimantan Timur;Kota Bontang;37894,33;7691,11;20,30;30069,06;79,35;37760,17;99,65;7257,10;182,87;19,63;P 2
2021;Kalimantan Utara;Kab. Nunukan;15260,25;3291,46;21,57;7702,91;50,48;10994,36;72,05;1563,03;2262,72;25,07;P 2
2021;Kalimantan Utara;Kab. Tana Tidung;4832,89;11,40;0,24;3562,40;73,71;3573,80;73,95;0,00;;0,00;P 2
2021;Sulawesi Utara;Kab. Kepulauan Sangihe;20332,25;1074,93;5,29;11442,75;56,28;12517,68;61,57;;;0,00;P 2
2021;Sulawesi Utara;Kab. Minahasa Selatan;34523,60;6715,13;19,45;8760,00;25,37;15475,13;44,82;671,01;;1,94;P 2
2021;Sulawesi Utara;Kab. Minahasa Tenggara;16559,47;3658,57;22,09;7973,42;48,15;11631,99;70,24;655,24;16,43;4,06;P 2
2021;Sulawesi Utara;Kab. Bolaang Mongondow Utara;15167,94;401,50;2,65;3650,00;24,06;4051,50;26,71;;;0,00;P 2
2021;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;12736,86;711,98;5,59;1496,50;11,75;2208,48;17,34;;23,73;0,19;P 2
2021;Sulawesi Utara;Kota Manado;124059,81;17618,31;14,20;89790,00;72,38;107408,31;86,58;13,35;;0,01;P 2
2021;Sulawesi Utara;Kota Bitung;57874,58;1219,17;2,11;41281,50;71,33;42500,67;73,44;40,52;36,50;0,13;P 2
2021;Sulawesi Utara;Kota Tomohon;26136,88;14600,26;55,86;19162,50;73,32;33762,76;129,18;10950,00;;41,89;P 2
2021;Sulawesi Utara;Kota Kotamobagu;31620,68;4857,04;15,36;22588,02;71,43;27445,06;86,79;2633,48;147,83;8,80;P 2
2021;Sulawesi Tengah;Kab. Donggala;44400,06;1509,82;3,40;2964,17;6,68;4473,98;10,08;925,12;7,67;2,10;P 2
2021;Sulawesi Tengah;Kab. Parigi Moutong;82341,99;785,79;0,95;6022,52;7,31;6808,31;8,27;351,86;0,02;0,43;P 2
2021;Sulawesi Tengah;Kab. Sigi;47008,35;1937,20;4,12;10117,80;21,52;12055,00;25,64;20,73;;0,04;P 2
2021;Sulawesi Tengah;Kab. Banggai Laut;12933,78;122,40;0,95;4215,75;32,59;4338,15;33,54;;;0,00;P 2
2021;Sulawesi Tengah;Kota Palu;68228,90;4926,41;7,22;58400,00;85,59;63326,41;92,81;0,00;;0,00;P 2
2021;Sulawesi Selatan;Kab. Kepulauan Selayar;20488,47;1121,40;5,47;8212,50;40,08;9333,90;45,56;875,38;;4,27;P 2
2021;Sulawesi Selatan;Kab. Bulukumba;63488,39;18021,60;28,39;44604,82;70,26;62626,42;98,64;1781,98;292,00;3,27;P 2
2021;Sulawesi Selatan;Kab. Bantaeng;29446,45;5943,54;20,18;10665,72;36,22;16609,26;56,40;5625,21;544,27;20,95;P 2
2021;Sulawesi Selatan;Kab. Jeneponto;58635,06;4006,77;6,83;19543,38;33,33;23550,15;40,16;1605,30;61,50;2,84;P 2
2021;Sulawesi Selatan;Kab. Sinjai;39534,76;8559,21;21,65;30222,00;76,44;38781,21;98,09;6565,72;;16,61;P 2
2021;Sulawesi Selatan;Kab. Bone;147231,88;22129,90;15,03;71905,00;48,84;94034,90;63,87;20186,86;;13,71;P 2
2021;Sulawesi Selatan;Kab. Maros;57950,90;12112,09;20,90;29218,25;50,42;41330,34;71,32;3242,55;18,25;5,63;P 2
2021;Sulawesi Selatan;Kab. Pangkajene Kepulauan;50483,15;5329,65;10,56;21134,67;41,86;26464,32;52,42;4420,43;2824,44;14,35;P 2
2021;Sulawesi Selatan;Kab. Barru;27722,04;3236,28;11,67;13220,92;47,69;16457,19;59,37;2624,36;0,62;9,47;P 2
2021;Sulawesi Selatan;Kab. Soppeng;34707,12;3249,63;9,36;22985,15;66,23;26234,78;75,59;2573,11;99,65;7,70;P 2
2021;Sulawesi Selatan;Kab. Wajo;55348,60;851,01;1,54;27,85;0,05;878,86;1,59;0,00;27,85;0,05;P 2
2021;Sulawesi Selatan;Kab. Sidenreng Rappang;46718,54;9086,15;19,45;25921,21;55,48;35007,36;74,93;9057,27;444,21;20,34;P 2
2021;Sulawesi Selatan;Kab. Pinrang;64570,25;14182,56;21,96;28973,70;44,87;43156,26;66,84;14066,17;;21,78;P 2
2021;Sulawesi Selatan;Kab. Enrekang;41596,68;9371,28;22,53;20075,00;48,26;29446,28;70,79;3766,00;6752,50;25,29;P 2
2021;Sulawesi Selatan;Kab. Luwu Timur;43874,61;6818,72;15,54;24528,00;55,90;31346,72;71,45;5921,09;73,00;13,66;P 2
2021;Sulawesi Selatan;Kota Makassar;373653,93;38864,94;10,40;328500,00;87,92;367364,94;98,32;19038,25;;5,10;P 2
2021;Sulawesi Selatan;Kota Parepare;27832,35;4712,62;16,93;20373,02;73,20;25085,64;90,13;1649,78;6,02;5,95;P 2
2021;Sulawesi Selatan;Kota Palopo;33704,28;1762,38;5,23;21973,00;65,19;23735,38;70,42;99,95;73,00;0,51;P 2
2021;Sulawesi Tenggara;Kab. Wakatobi;28902,67;3285,00;11,37;10479,15;36,26;13764,15;47,62;;;0,00;P 2
2021;Sulawesi Tenggara;Kota Kendari;96542,67;19785,15;20,49;69423,00;71,91;89208,15;92,40;3441,95;0,00;3,57;P 2
2021;Gorontalo;Kota Gorontalo;51541,50;11761,10;22,82;36135,00;70,11;47896,10;92,93;10525,25;;20,42;P 2
2021;Sulawesi Barat;Kab. Mamuju;45786,99;204160,60;445,89;7544,55;16,48;211705,15;462,37;204083,62;;445,72;P 2
2021;Sulawesi Barat;Kab. Majene;25463,42;782,85;3,07;9636,00;37,84;10418,85;40,92;730,16;;2,87;P 2
2021;Sulawesi Barat;Kab. Mamuju Tengah;22864,48;;;4015,00;17,56;4015,00;17,56;;;0,00;P 2
2021;Maluku;Kab. Maluku Tengah;62165,92;35,68;0,06;4380,00;7,05;4415,68;7,10;35,68;;0,06;P 2
2021;Maluku;Kab. Buru Selatan;11296,60;708,02;6,27;7508,05;66,46;8216,07;72,73;;;0,00;P 2
2021;Maluku;Kota Tual;19611,92;0,73;0,00;13140,00;67,00;13140,73;67,00;0,73;;0,00;P 2
2021;Maluku Utara;Kota Tidore Kepulauan;16834,53;1770,24;10,52;9070,80;53,88;10841,04;64,40;1770,24;0,55;10,52;P 2
2021;Papua;Kab. Jayapura;30746,87;4006,97;13,03;11680,00;37,99;15686,97;51,02;3942,00;;12,82;P 2
2021;Papua;Kab. Biak Numfor;21323,59;4341,88;20,36;15074,50;70,69;19416,38;91,06;4182,34;;19,61;P 2
2021;Papua;Kab. Keerom;8996,96;;;3083,52;34,27;3083,52;34,27;;;0,00;P 2
2021;Papua;Kota Jayapura;79496,56;3927,15;4,94;68985,00;86,78;72912,15;91,72;2940,63;;3,70;P 2
2021;Papua Barat;Kab. Manokwari;58405,66;;;40540,55;69,41;40540,55;69,41;;;0,00;P 2
2021;Papua Selatan;Kab. Asmat;16298,27;54,75;0,34;3102,50;19,04;3157,25;19,37;;;0,00;P 2
2021;Papua Tengah;Kab. Nabire;24693,86;2,77;0,01;4336,20;17,56;4338,97;17,57;;;0,00;P 2
2021;Papua Pegunungan;Kab. Lanny Jaya;29483,24;0,00;0,00;316,80;1,07;316,80;1,07;;;0,00;P 2
2021;Papua Barat Daya;Kab. Sorong Selatan;8167,39;0,43;0,01;1277,50;15,64;1277,93;15,65;;;0,00;P 2
2021;Papua Barat Daya;Kab. Tambrauw;4143,33;0,00;0,00;722,70;17,44;722,70;17,44;;;0,00;P 2
2020;Aceh;Kab. Aceh Timur;21023,49;95,45;0,45;9274,65;44,12;9370,11;44,57;91,25;;0,43;P 2
2020;Aceh;Kab. Aceh Tengah;37067,15;3648,54;9,84;22229,81;59,97;25878,35;69,81;1053,03;;2,84;P 2
2020;Aceh;Kab. Simeulue;15897,10;443,48;2,79;5299,80;33,34;5743,27;36,13;443,48;;2,79;P 2
2020;Aceh;Kab. Aceh Jaya;16876,51;13,38;0,08;11530,35;68,32;11543,73;68,40;;;0,00;P 2
2020;Aceh;Kab. Bener Meriah;23597,54;5153,19;21,84;;;5153,19;21,84;;;0,00;P 2
2020;Aceh;Kota Banda Aceh;88800,12;11392,79;12,83;73728,43;83,03;85121,23;95,86;11205,08;;12,62;P 2
2020;Aceh;Kota Sabang;9624,82;0,00;0,00;6380,20;66,29;6380,20;66,29;;;0,00;P 2
2020;Aceh;Kota Langsa;34737,78;7952,31;22,89;17665,64;50,85;25617,94;73,75;1508,86;145,64;4,76;P 2
2020;Sumatera Utara;Kab. Langkat;150409,49;0,00;0,00;26284,38;17,48;26284,38;17,48;;4,38;0,00;P 2
2020;Sumatera Utara;Kab. Deli Serdang;400716,89;43023,60;10,74;148591,50;37,08;191615,10;47,82;38683,84;766,50;9,84;P 2
2020;Sumatera Utara;Kab. Asahan;228071,97;140486,45;61,60;157909,95;69,24;298396,40;130,83;111803,34;;49,02;P 2
2020;Sumatera Utara;Kab. Dairi;41508,38;111,07;0,27;10318,55;24,86;10429,62;25,13;;80,30;0,19;P 2
2020;Sumatera Utara;Kab. Humbang Hasundutan;20825,37;1350,14;6,48;11348,23;54,49;12698,37;60,98;802,46;170,10;4,67;P 2
2020;Sumatera Utara;Kab. Samosir;32370,63;1496,50;4,62;10402,50;32,14;11899,00;36,76;1168,00;73,00;3,83;P 2
2020;Sumatera Utara;Kota Medan;622206,89;64870,07;10,43;328500,00;52,80;393370,07;63,22;64858,07;;10,42;P 2
2020;Sumatera Utara;Kota Sibolga;22388,44;7017,95;31,35;3668,25;16,38;10686,20;47,73;338,72;18,25;1,59;P 2
2020;Sumatera Utara;Kota Tebing Tinggi;44726,04;9589,46;21,44;31636,08;70,73;41225,55;92,17;9589,46;308,92;22,13;P 2
2020;Sumatera Barat;Kab. Pesisir Selatan;56034,44;9510,20;16,97;12045,00;21,50;21555,20;38,47;7878,50;;14,06;P 2
2020;Sumatera Barat;Kab. Sijunjung;34989,67;4837,02;13,82;5475,00;15,65;10312,02;29,47;4820,55;;13,78;P 2
2020;Sumatera Barat;Kab. Tanah Datar;43959,16;7146,33;16,26;15574,48;35,43;22720,81;51,69;6896,53;550,63;16,94;P 2
2020;Sumatera Barat;Kab. Agam;72213,64;1650,71;2,29;17032,06;23,59;18682,77;25,87;1648,83;4,09;2,29;P 2
2020;Sumatera Barat;Kab. Lima Puluh Kota;56536,46;1666,86;2,95;5241,40;9,27;6908,26;12,22;24,36;;0,04;P 2
2020;Sumatera Barat;Kab. Dharmasraya;35605,56;3175,08;8,92;21984,68;61,75;25159,76;70,66;968,29;;2,72;P 2
2020;Sumatera Barat;Kab. Pasaman Barat;64783,41;1001,87;1,55;11563,20;17,85;12565,07;19,40;1001,87;;1,55;P 2
2020;Sumatera Barat;Kota Padang;232259,72;503414,11;216,75;182500,00;78,58;685914,11;295,32;486588,54;0,00;209,50;P 2
2020;Sumatera Barat;Kota Solok;18505,87;1766,23;9,54;16253,08;87,83;18019,31;97,37;1508,99;17,89;8,25;P 2
2020;Sumatera Barat;Kota Sawahlunto;6852,82;1472,73;21,49;5146,50;75,10;6619,23;96,59;971,10;36,50;14,70;P 2
2020;Sumatera Barat;Kota Padang Panjang;17019,51;2052,57;12,06;14859,88;87,31;16912,45;99,37;367,33;73,00;2,59;P 2
2020;Sumatera Barat;Kota Bukittinggi;45368,41;1649,27;3,64;40716,11;89,75;42365,38;93,38;1088,33;292,00;3,04;P 2
2020;Sumatera Barat;Kota Payakumbuh;35679,04;5791,04;16,23;27913,01;78,23;33704,04;94,46;5110,90;81,76;14,55;P 2
2020;Riau;Kab. Kampar;128435,47;24699,75;19,23;22630,00;17,62;47329,75;36,85;0,00;15,51;0,01;P 2
2020;Riau;Kab. Indragiri Hilir;109472,70;9545,47;8,72;19115,05;17,46;28660,52;26,18;3936,05;;3,60;P 2
2020;Riau;Kab. Pelalawan;55158,80;9856,34;17,87;19738,30;35,78;29594,65;53,65;1,87;343,44;0,63;P 2
2020;Riau;Kab. Siak;69739,82;14332,18;20,55;285915,46;409,97;300247,64;430,53;4248,64;;6,09;P 2
2020;Riau;Kab. Kuantan Singingi;48784,73;1291,32;2,65;;;1291,32;2,65;789,08;;1,62;P 2
2020;Riau;Kota Pekanbaru;400461,54;8770,56;2,19;283178,68;70,71;291949,24;72,90;479,83;2409,73;0,72;P 2
2020;Riau;Kota Dumai;58368,43;1777,80;3,05;;;1777,80;3,05;;;0,00;P 2
2020;Jambi;Kab. Merangin;71332,50;21227,09;29,76;29962,85;42,00;51189,94;71,76;5786,97;12913,70;26,22;P 2
2020;Jambi;Kab. Sarolangun;40612,09;2192,92;5,40;5956,80;14,67;8149,72;20,07;2192,92;;5,40;P 2
2020;Jambi;Kab. Batanghari;44750,17;329,76;0,74;;;329,76;0,74;329,76;;0,74;P 2
2020;Jambi;Kab. Muaro Jambi;29792,97;2951,19;9,91;6022,50;20,21;8973,69;30,12;866,88;;2,91;P 2
2020;Jambi;Kab. Tanjung Jabung Barat;60942,59;10914,32;17,91;14600,00;23,96;25514,32;41,87;273,61;;0,45;P 2
2020;Jambi;Kab. Bungo;55610,38;11914,55;21,43;28080,87;50,50;39995,41;71,92;6862,56;7500,07;25,83;P 2
